contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPY261030C00792000,2026-09-25 19:58:38+00:00,792.0,4.39,4.35,4.38,0.52,13.436693,157.0,736,0.12229271270751954,False,REGULAR,USD
SPY261030C00793000,2026-09-25 19:57:01+00:00,793.0,4.1,4.07,4.11,0.73,21.661722,245.0,739,0.12183495361328125,False,REGULAR,USD
SPY261030C00794000,2026-09-25 19:59:46+00:00,794.0,3.81,3.81,3.84,0.53999996,16.51376,124.0,944,0.12122460815429686,False,REGULAR,USD
SPY261030C00795000,2026-09-25 20:05:52+00:00,795.0,3.61,3.57,3.59,0.53999996,17.589575,416.0,2968,0.12070581451416015,False,REGULAR,USD
SPY261030C00796000,2026-09-25 20:04:36+00:00,796.0,3.39,3.33,3.36,0.5500002,19.366205,110.0,716,0.1203090899658203,False,REGULAR,USD
SPY261030C00797000,2026-09-25 20:00:31+00:00,797.0,3.13,3.11,3.14,0.59000015,23.228354,57.0,1815,0.11991236541748046,False,REGULAR,USD
SPY261030C00798000,2026-09-25 19:58:26+00:00,798.0,2.93,2.9,2.93,0.53999996,22.59414,38.0,464,0.1194851235961914,False,REGULAR,USD
SPY261030C00799000,2026-09-25 18:37:41+00:00,799.0,2.73,2.71,2.73,0.44000006,19.213978,65.0,846,0.11905788177490234,False,REGULAR,USD
SPY261030C00800000,2026-09-25 20:13:46+00:00,800.0,2.54,2.52,2.55,0.53999996,26.999998,3803.0,16831,0.11881374359130858,False,REGULAR,USD
SPY261030C00801000,2026-09-25 19:57:47+00:00,801.0,2.35,2.35,2.37,0.41999996,21.761656,29.0,991,0.11838650177001953,False,REGULAR,USD
SPY261030C00802000,2026-09-25 19:57:47+00:00,802.0,2.19,2.18,2.21,0.31000006,16.489365,126.0,733,0.118172880859375,False,REGULAR,USD
SPY261030C00803000,2026-09-25 20:00:50+00:00,803.0,2.03,2.03,2.06,0.39999998,24.539875,197.0,2009,0.11795925994873047,False,REGULAR,USD
SPY261030C00804000,2026-09-25 20:07:27+00:00,804.0,1.95,1.89,1.91,0.31000006,18.902443,107.0,881,0.11762356994628906,False,REGULAR,USD
SPY261030C00805000,2026-09-25 19:58:31+00:00,805.0,1.76,1.76,1.78,0.35000002,24.822699,494.0,1909,0.1175015008544922,False,REGULAR,USD
SPY261030C00806000,2026-09-25 19:50:27+00:00,806.0,1.61,1.63,1.65,0.25,18.382353,18.0,873,0.117196328125,False,REGULAR,USD
SPY261030C00807000,2026-09-25 20:13:23+00:00,807.0,1.54,1.51,1.54,0.29999995,24.193544,106.0,1243,0.117196328125,False,REGULAR,USD
SPY261030C00808000,2026-09-25 19:45:03+00:00,808.0,1.31,1.4,1.43,0.15999997,13.91304,34.0,1127,0.1170437417602539,False,REGULAR,USD
SPY261030C00809000,2026-09-25 20:01:12+00:00,809.0,1.31,1.3,1.33,0.21999991,20.183477,221.0,831,0.11698270721435547,False,REGULAR,USD
SPY261030C00810000,2026-09-25 19:53:51+00:00,810.0,1.23,1.21,1.23,0.20000005,19.41748,400.0,3394,0.11676908630371094,False,REGULAR,USD
SPY261030C00811000,2026-09-25 19:48:37+00:00,811.0,1.11,1.12,1.14,0.13999999,14.432987,226.0,651,0.11664701721191406,False,REGULAR,USD
SPY261030C00812000,2026-09-25 20:10:12+00:00,812.0,1.05,1.04,1.06,0.14999998,16.666664,103.0,549,0.11664701721191406,False,REGULAR,USD
SPY261030C00813000,2026-09-25 19:16:49+00:00,813.0,0.98,0.98,0.99,0.15000004,18.072294,20.0,414,0.11683012084960936,False,REGULAR,USD
SPY261030C00814000,2026-09-25 18:58:57+00:00,814.0,0.82,0.9,0.92,0.07999998,10.810808,243.0,1570,0.11683012084960936,False,REGULAR,USD
SPY261030C00815000,2026-09-25 20:13:32+00:00,815.0,0.85,0.84,0.85,0.19,28.787878,358.0,2584,0.11676908630371094,False,REGULAR,USD
SPY261030C00816000,2026-09-25 20:13:32+00:00,816.0,0.78,0.78,0.79,0.109999955,16.417902,1570.0,1016,0.11683012084960936,False,REGULAR,USD
SPY261030C00817000,2026-09-25 18:38:29+00:00,817.0,0.65,0.72,0.74,0.029999971,4.838705,212.0,2188,0.11713529357910156,False,REGULAR,USD
SPY261030C00818000,2026-09-25 16:22:42+00:00,818.0,0.6,0.67,0.69,0.030000031,5.2631636,51.0,2235,0.11731839721679688,False,REGULAR,USD
SPY261030C00819000,2026-09-25 18:16:12+00:00,819.0,0.6,0.63,0.64,0.060000002,11.111111,9.0,1564,0.11737943176269532,False,REGULAR,USD
SPY261030C00820000,2026-09-25 19:58:14+00:00,820.0,0.59,0.59,0.6,0.119999975,25.531908,596.0,5585,0.1176846044921875,False,REGULAR,USD
SPY261030C00821000,2026-09-25 16:28:37+00:00,821.0,0.52,0.55,0.56,0.07999998,18.181814,43.0,2830,0.11792874267578124,False,REGULAR,USD
SPY261030C00822000,2026-09-25 20:00:30+00:00,822.0,0.52,0.51,0.52,0.109999985,26.829264,363.0,753,0.11805081176757812,False,REGULAR,USD
SPY261030C00823000,2026-09-25 16:35:51+00:00,823.0,0.48,0.48,0.49,0.06999999,17.073168,6.0,954,0.11853908813476563,False,REGULAR,USD
SPY261030C00824000,2026-09-25 16:41:32+00:00,824.0,0.42,0.45,0.46,0.030000001,7.692308,4.0,1302,0.11890529541015624,False,REGULAR,USD
SPY261030C00825000,2026-09-25 19:37:05+00:00,825.0,0.36,0.42,0.43,-0.01999998,-5.263153,242.0,4248,0.11914943359374999,False,REGULAR,USD
SPY261030C00826000,2026-09-25 13:35:08+00:00,826.0,0.33,0.39,0.41,0.02000001,6.451616,77.0,195,0.11988184814453123,False,REGULAR,USD
SPY261030C00827000,2026-09-24 19:51:58+00:00,827.0,0.31,0.37,0.38,0.0,0.0,3.0,2202,0.12000391723632811,False,REGULAR,USD
SPY261030C00828000,2026-09-22 19:55:47+00:00,828.0,0.52,0.35,0.36,0.0,0.0,4.0,58,0.1206142626953125,False,REGULAR,USD
SPY261030C00829000,2026-09-25 16:02:16+00:00,829.0,0.29,0.33,0.34,0.030000001,11.538462,5.0,145,0.1211025390625,False,REGULAR,USD
SPY261030C00830000,2026-09-25 18:22:24+00:00,830.0,0.3,0.31,0.32,0.050000012,20.000004,224.0,15584,0.12146874633789062,False,REGULAR,USD
SPY261030C00831000,2026-09-24 16:16:22+00:00,831.0,0.23,0.3,0.31,-0.00999999,-4.1666627,6.0,67,0.12256736816406251,False,REGULAR,USD
SPY261030C00832000,2026-09-24 13:32:37+00:00,832.0,0.18,0.28,0.29,0.0,0.0,1.0,511,0.12281150634765625,False,REGULAR,USD
SPY261030C00833000,2026-09-25 13:30:14+00:00,833.0,0.21,0.26,0.27,0.029999986,16.666658,1.0,145,0.12305564453125001,False,REGULAR,USD
SPY261030C00834000,2026-09-25 13:30:14+00:00,834.0,0.2,0.25,0.26,0.0,0.0,24.0,9946,0.12391012817382813,False,REGULAR,USD
SPY261030C00835000,2026-09-25 14:47:05+00:00,835.0,0.23,0.24,0.25,0.02000001,9.523814,510.0,3089,0.12476461181640625,False,REGULAR,USD
SPY261030C00840000,2026-09-25 19:57:37+00:00,840.0,0.18,0.19,0.2,0.030000001,20.0,47.0,854,0.12818254638671872,False,REGULAR,USD
SPY261030C00845000,2026-09-25 17:15:27+00:00,845.0,0.15,0.15,0.16,0.02000001,15.384624,19.0,599,0.13160048095703125,False,REGULAR,USD
SPY261030C00850000,2026-09-25 19:56:34+00:00,850.0,0.12,0.12,0.13,0.009999998,9.090907,22.0,2363,0.13501841552734378,False,REGULAR,USD
SPY261030C00855000,2026-09-25 16:02:12+00:00,855.0,0.1,0.09,0.1,0.009999998,11.111108,2.0,964,0.1374597973632813,False,REGULAR,USD
SPY261030C00860000,2026-09-24 13:59:45+00:00,860.0,0.06,0.07,0.08,0.0,0.0,15.0,1582,0.14063359375,False,REGULAR,USD
SPY261030C00865000,2026-09-25 16:02:27+00:00,865.0,0.06,0.06,0.07,0.009999998,19.999994,26.0,903,0.14478394287109375,False,REGULAR,USD
SPY261030C00870000,2026-09-25 19:16:03+00:00,870.0,0.05,0.05,0.06,0.0,0.0,48.0,619,0.148446015625,False,REGULAR,USD
SPY261030C00875000,2026-09-23 15:39:29+00:00,875.0,0.04,0.04,0.05,0.0,0.0,72.0,454,0.1518639501953125,False,REGULAR,USD
SPY261030C00880000,2026-09-24 19:36:47+00:00,880.0,0.03,0.03,0.04,0.0,0.0,24.0,587,0.15430533203125002,False,REGULAR,USD
SPY261030C00885000,2026-09-22 20:07:15+00:00,885.0,0.05,0.02,0.03,0.0,0.0,3.0,293,0.1562584375,False,REGULAR,USD
SPY261030C00890000,2026-09-25 15:31:50+00:00,890.0,0.02,0.02,0.03,-0.01,-33.333336,61.0,340,0.161141201171875,False,REGULAR,USD
SPY261030C00895000,2026-09-22 14:37:08+00:00,895.0,0.04,0.02,0.03,0.0,0.0,3.0,156,0.16700051757812504,False,REGULAR,USD
SPY261030C00900000,2026-09-22 17:37:39+00:00,900.0,0.03,0.01,0.02,0.0,0.0,51.0,1633,0.16602396484375004,False,REGULAR,USD
SPY261030C00920000,2026-09-24 15:38:30+00:00,920.0,0.01,0.0,0.01,0.0,0.0,8.0,16,0.17774259765625,False,REGULAR,USD
SPY261030C00930000,2026-09-25 13:30:04+00:00,930.0,0.01,0.0,0.01,-0.01,-50.0,4.0,8,0.187508125,False,REGULAR,USD
