contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPY261030P00772000,2026-09-25 19:59:20+00:00,772.0,11.15,11.15,11.21,-1.8900003,-14.493868,162.0,1475.0,0.11260347854614258,True,REGULAR,USD
SPY261030P00773000,2026-09-25 20:14:07+00:00,773.0,11.57,11.56,11.62,-1.8500004,-13.785398,95.0,833.0,0.11142856353759764,True,REGULAR,USD
SPY261030P00774000,2026-09-25 19:05:27+00:00,774.0,12.3,11.99,12.05,-2.7399998,-18.218082,71.0,551.0,0.11029942443847655,True,REGULAR,USD
SPY261030P00775000,2026-09-25 20:10:48+00:00,775.0,12.44,12.43,12.49,-1.9300003,-13.43076,209.0,1157.0,0.10910925079345701,True,REGULAR,USD
SPY261030P00776000,2026-09-25 18:38:44+00:00,776.0,13.22,12.89,12.95,-3.88,-22.690058,90.0,531.0,0.10798011169433594,True,REGULAR,USD
SPY261030P00777000,2026-09-25 19:59:40+00:00,777.0,13.34,13.37,13.43,-1.6599998,-11.066666,36.0,1286.0,0.10686623123168945,True,REGULAR,USD
SPY261030P00778000,2026-09-25 17:43:19+00:00,778.0,13.94,13.86,13.93,-2.4100008,-14.740066,79.0,159.0,0.10581338531494139,True,REGULAR,USD
SPY261030P00779000,2026-09-25 16:35:01+00:00,779.0,14.44,14.26,14.52,-2.0100012,-12.218852,12.0,347.0,0.10553872985839843,True,REGULAR,USD
SPY261030P00780000,2026-09-25 19:58:15+00:00,780.0,14.61,14.75,15.06,-3.1899996,-17.921347,137.0,971.0,0.10454691848754882,True,REGULAR,USD
SPY261030P00781000,2026-09-25 16:35:01+00:00,781.0,15.69,15.31,15.63,-2.38,-13.171002,8.0,393.0,0.1037076934814453,True,REGULAR,USD
SPY261030P00782000,2026-09-25 19:48:51+00:00,782.0,15.58,15.81,16.22,-4.0300007,-20.550741,3.0,320.0,0.1028837271118164,True,REGULAR,USD
SPY261030P00783000,2026-09-25 15:24:33+00:00,783.0,18.28,16.38,16.85,-0.21999931,-1.1891855,1.0,95.0,0.10234967483520507,True,REGULAR,USD
SPY261030P00784000,2026-09-25 15:54:13+00:00,784.0,19.18,16.95,17.47,-0.42000008,-2.1428576,1.0,315.0,0.10151044982910155,True,REGULAR,USD
SPY261030P00785000,2026-09-25 19:08:44+00:00,785.0,18.11,17.53,18.13,-5.66,-23.811527,6.0,215.0,0.10094588027954102,True,REGULAR,USD
SPY261030P00786000,2026-09-23 14:28:58+00:00,786.0,20.18,18.13,18.77,0.0,0.0,32.0,28.0,0.0999388102722168,True,REGULAR,USD
SPY261030P00787000,2026-09-22 17:42:55+00:00,787.0,17.93,18.75,19.47,0.0,0.0,1.0,518.0,0.0994657925415039,True,REGULAR,USD
SPY261030P00788000,2026-09-25 16:25:35+00:00,788.0,20.22,19.38,20.2,-1.5500011,-7.119895,2.0,529.0,0.09919113708496094,True,REGULAR,USD
SPY261030P00789000,2026-09-25 19:50:18+00:00,789.0,19.8,20.03,20.93,-2.6400013,-11.764711,2.0,221.0,0.09873337799072265,True,REGULAR,USD
SPY261030P00790000,2026-09-24 17:33:05+00:00,790.0,24.28,20.71,21.67,-0.1799984,-0.73588884,25.0,442.0,0.09821458435058594,True,REGULAR,USD
SPY261030P00791000,2026-09-25 15:54:10+00:00,791.0,24.45,21.36,22.47,1.25,5.387931,2.0,90.0,0.09833665344238281,True,REGULAR,USD
SPY261030P00792000,2026-09-25 19:57:44+00:00,792.0,22.5,22.09,23.24,-3.8500004,-14.611007,19.0,63.0,0.09784837707519532,True,REGULAR,USD
SPY261030P00793000,2026-09-25 15:30:12+00:00,793.0,24.95,22.79,24.06,-8.599998,-25.63338,29.0,86.0,0.09793992889404299,True,REGULAR,USD
SPY261030P00794000,2026-09-25 15:54:13+00:00,794.0,26.39,23.51,24.87,-0.2800007,-1.0498713,20.0,190.0,0.09769579071044923,True,REGULAR,USD
SPY261030P00795000,2026-09-25 15:54:12+00:00,795.0,27.56,24.24,25.73,-0.040000916,-0.14493085,75.0,123.0,0.09809251525878906,True,REGULAR,USD
SPY261030P00797000,2026-09-25 19:53:46+00:00,797.0,26.0,25.72,27.54,-14.5,-35.802467,24.0,1.0,0.10004562072753906,True,REGULAR,USD
SPY261030P00798000,2026-09-25 15:54:42+00:00,798.0,30.42,26.5,28.45,-2.9499989,-8.840272,70.0,2.0,0.10096113891601563,True,REGULAR,USD
SPY261030P00799000,2026-09-25 15:55:06+00:00,799.0,30.74,26.55,30.17,-1.2800007,-3.9975035,89.0,2.0,0.11582305084228516,True,REGULAR,USD
SPY261030P00800000,2026-09-25 15:56:20+00:00,800.0,31.64,27.43,31.05,-2.1800003,-6.445891,124.0,61.0,0.11646391357421876,True,REGULAR,USD
SPY261030P00801000,2026-09-25 15:54:53+00:00,801.0,32.65,28.32,31.96,4.9100018,17.700079,92.0,0.0,0.1175015008544922,True,REGULAR,USD
SPY261030P00802000,2026-09-25 15:56:33+00:00,802.0,33.35,29.23,32.85,-8.230003,-19.793179,185.0,9.0,0.11814236358642577,True,REGULAR,USD
SPY261030P00803000,2026-09-25 15:51:40+00:00,803.0,34.85,30.15,33.77,4.499998,14.827012,283.0,0.0,0.11921046813964843,True,REGULAR,USD
SPY261030P00804000,2026-09-25 15:55:13+00:00,804.0,35.35,31.08,34.7,3.5299988,11.093648,301.0,0.0,0.12037012451171875,True,REGULAR,USD
SPY261030P00805000,2026-09-25 15:50:59+00:00,805.0,36.81,32.02,35.64,4.720001,14.708635,111.0,2.0,0.12171288452148438,True,REGULAR,USD
SPY261030P00808000,2026-08-31 16:29:46+00:00,808.0,43.09,34.89,38.51,0.0,0.0,1.0,0.0,0.1263209927368164,True,REGULAR,USD
SPY261030P00809000,2026-09-25 18:41:09+00:00,809.0,38.5,35.85,39.47,-4.4300003,-10.319125,2.0,0.0,0.12784685638427734,True,REGULAR,USD
SPY261030P00810000,2026-09-25 16:21:04+00:00,810.0,39.5,36.83,40.45,0.20000076,0.5089078,4.0,5.0,0.12973892730712888,True,REGULAR,USD
SPY261030P00815000,2026-09-25 16:45:07+00:00,815.0,43.86,41.81,45.44,-1.0400009,-2.3162603,30.0,0.0,0.140908249206543,True,REGULAR,USD
SPY261030P00816000,2026-09-25 16:34:37+00:00,816.0,45.46,42.81,46.44,2.959999,6.9647036,6.0,,0.14313601013183597,True,REGULAR,USD
SPY261030P00817000,2026-09-25 16:01:22+00:00,817.0,46.12,43.81,47.44,-1.3300018,-2.8029542,22.0,,0.1453637710571289,True,REGULAR,USD
SPY261030P00818000,2026-09-25 16:14:44+00:00,818.0,46.37,44.81,48.64,-6.75,-12.707079,9.0,0.0,0.1519555020141602,True,REGULAR,USD
SPY261030P00819000,2026-09-23 15:51:43+00:00,819.0,50.75,45.65,49.61,0.0,0.0,2.0,0.0,0.15357291748046875,True,REGULAR,USD
SPY261030P00820000,2026-09-15 14:07:43+00:00,820.0,62.6,46.65,50.64,0.0,0.0,5.0,0.0,0.15644154113769532,True,REGULAR,USD
SPY261030P00825000,2026-09-25 18:32:39+00:00,825.0,53.8,51.65,55.65,-3.5499992,-6.19006,2.0,4.0,0.16767189758300782,True,REGULAR,USD
SPY261030P00834000,2026-09-14 17:01:15+00:00,834.0,72.44,60.65,64.65,0.0,0.0,,0.0,0.18689777954101564,True,REGULAR,USD
SPY261030P00835000,2026-08-27 14:30:12+00:00,835.0,65.38,61.65,65.63,0.0,0.0,1.0,0.0,0.188484677734375,True,REGULAR,USD
SPY261030P00840000,2026-09-25 20:11:43+00:00,840.0,68.64,66.65,70.65,-3.5,-4.8516774,17.0,7.0,0.19934882690429687,True,REGULAR,USD
SPY261030P00845000,2026-09-24 19:52:56+00:00,845.0,77.16,71.65,75.65,0.0,0.0,7.0,0.0,0.20948056152343747,True,REGULAR,USD
SPY261030P00850000,2026-09-21 19:59:47+00:00,850.0,76.31,76.65,80.65,0.0,0.0,1.0,0.0,0.21949022705078125,True,REGULAR,USD
SPY261030P00855000,2026-09-24 20:11:30+00:00,855.0,87.87,81.65,85.63,0.0,0.0,1.0,0.0,0.22876747802734376,True,REGULAR,USD
SPY261030P00860000,2026-09-25 20:11:43+00:00,860.0,88.64,86.65,90.65,-4.209999,-4.534194,31.0,10.0,0.23902128173828124,True,REGULAR,USD
SPY261030P00865000,2026-09-24 19:52:57+00:00,865.0,97.08,91.65,95.65,0.0,0.0,2.0,0.0,0.2485426708984375,True,REGULAR,USD
SPY261030P00875000,2026-09-14 17:01:16+00:00,875.0,113.44,101.65,105.65,0.0,0.0,4.0,0.0,0.2672192419433594,True,REGULAR,USD
SPY261030P00900000,2026-06-15 16:32:04+00:00,900.0,145.02,143.85,147.3,0.0,0.0,,0.0,0.582584740600586,True,REGULAR,USD
